Noz Rejects Sum%,Noz Rejects Sum,Noz Reject Factor,date_time,Ch-Hole,optel_schedule_wo,rejected
0,0,0,5/3/2018 12:45,12-Jan,4009231738B,0
0,0,0,5/3/2018 12:45,13-Jan,4009231738B,0
0,0,0,5/3/2018 12:45,14-Jan,4009231738B,0
0.001348315,3,0,5/3/2018 12:45,15-Jan,4009231738B,1
0,0,0,5/3/2018 12:45,17-Jan,4009231738B,0
0.000388199,1,0,5/3/2018 12:45,18-Jan,4009231738B,1
0,0,0,5/3/2018 12:45,19-Jan,4009231738B,0
0,0,0,5/3/2018 12:45,2-Jan,4009231738B,0
0,0,0,5/3/2018 12:45,20-Jan,4009231738B,0
0,0,0,5/3/2018 12:45,21-Jan,4009231738B,0
0.000776398,2,0,5/3/2018 12:45,22-Jan,4009231738B,1
0.000776398,2,0,5/3/2018 12:45,23-Jan,4009231738B,1
0.000909091,2,0,5/3/2018 12:45,24-Jan,4009231738B,1
0.000388199,1,0,5/3/2018 12:45,25-Jan,4009231738B,1
0,0,0,5/3/2018 12:45,26-Jan,4009231738B,0
0.000388199,1,0,5/3/2018 12:45,27-Jan,4009231738B,1
0,0,0,5/3/2018 12:45,28-Jan,4009231738B,0
0,0,0,5/3/2018 12:45,30-Jan,4009231738B,0
0,0,0,5/3/2018 12:45,4-Jan,4009231738B,0
0,0,0,5/3/2018 12:45,5-Jan,4009231738B,0
0.000387147,1,0,5/3/2018 12:45,7-Jan,4009231738B,1
0.000388048,1,0,5/3/2018 12:45,8-Jan,4009231738B,1
0.000776096,2,0,5/3/2018 12:45,9-Jan,4009231738B,1
0,0,0,5/3/2018 12:45,Feb-37,4009231738B,0
0,0,0,5/3/2018 12:45,Feb-38,4009231738B,0
0.000385356,1,0,5/3/2018 12:45,1-Mar,4009231738B,1
0,0,0,5/3/2018 12:45,10-Mar,4009231738B,0
0.002327386,6,0,5/3/2018 12:45,11-Mar,4009231738B,1
0.000775795,2,0,5/3/2018 12:45,12-Mar,4009231738B,1
0,0,0,5/3/2018 12:45,13-Mar,4009231738B,0
0,0,0,5/3/2018 12:45,14-Mar,4009231738B,0
0,0,0,5/3/2018 12:45,15-Mar,4009231738B,0
0,0,0,5/3/2018 12:45,16-Mar,4009231738B,0
0,0,0,5/3/2018 12:45,17-Mar,4009231738B,0
0.000443262,1,0,5/3/2018 12:45,18-Mar,4009231738B,1
0,0,0,5/3/2018 12:45,19-Mar,4009231738B,0
0,0,0,5/3/2018 12:45,2-Mar,4009231738B,0
0,0,0,5/3/2018 12:45,20-Mar,4009231738B,0
0.000886525,2,0,5/3/2018 12:45,21-Mar,4009231738B,1
0.000886525,2,0,5/3/2018 12:45,22-Mar,4009231738B,1
0.000443459,1,0,5/3/2018 12:45,23-Mar,4009231738B,1
0.001330377,3,0,5/3/2018 12:45,24-Mar,4009231738B,1
0.000886918,2,0,5/3/2018 12:45,25-Mar,4009231738B,1
0.000886918,2,0,5/3/2018 12:45,26-Mar,4009231738B,1
0.000887311,2,0,5/3/2018 12:45,27-Mar,4009231738B,1
0.002218279,5,0,5/3/2018 12:45,28-Mar,4009231738B,1
0.000887311,2,0,5/3/2018 12:45,29-Mar,4009231738B,1
0.000387597,1,0,5/3/2018 12:45,3-Mar,4009231738B,1
0.002218279,5,0,5/3/2018 12:45,30-Mar,4009231738B,1
0,0,0,5/3/2018 12:45,4-Mar,4009231738B,0
0.000775795,2,0,5/3/2018 12:45,5-Mar,4009231738B,1
0,0,0,5/3/2018 12:45,6-Mar,4009231738B,0
0,0,0,5/3/2018 12:45,7-Mar,4009231738B,0
0,0,0,5/3/2018 12:45,8-Mar,4009231738B,0
0,0,0,5/3/2018 12:45,9-Mar,4009231738B,0
0.000369413,1,0,5/3/2018 13:00,1-Jan,4009231738B,1
0,0,0,5/3/2018 13:00,10-Jan,4009231738B,0
0.001477651,4,0,5/3/2018 13:00,11-Jan,4009231738B,1
0,0,0,5/3/2018 13:00,12-Jan,4009231738B,0
0,0,0,5/3/2018 13:00,13-Jan,4009231738B,0
0,0,0,5/3/2018 13:00,14-Jan,4009231738B,0
0.001273345,3,0,5/3/2018 13:00,15-Jan,4009231738B,1
0,0,0,5/3/2018 13:00,17-Jan,4009231738B,0
0.000369549,1,0,5/3/2018 13:00,18-Jan,4009231738B,1
0,0,0,5/3/2018 13:00,19-Jan,4009231738B,0
0,0,0,5/3/2018 13:00,2-Jan,4009231738B,0
0,0,0,5/3/2018 13:00,20-Jan,4009231738B,0
0,0,0,5/3/2018 13:00,21-Jan,4009231738B,0
0.000739098,2,0,5/3/2018 13:00,22-Jan,4009231738B,1
0.000739098,2,0,5/3/2018 13:00,23-Jan,4009231738B,1
0.000858369,2,0,5/3/2018 13:00,24-Jan,4009231738B,1
0.000369549,1,0,5/3/2018 13:00,25-Jan,4009231738B,1
0,0,0,5/3/2018 13:00,26-Jan,4009231738B,0
0.000369549,1,0,5/3/2018 13:00,27-Jan,4009231738B,1
0,0,0,5/3/2018 13:00,28-Jan,4009231738B,0
0,0,0,5/3/2018 13:00,30-Jan,4009231738B,0
0.000369413,1,0.007692308,5/3/2018 13:00,4-Jan,4009231738B,1
0,0,0,5/3/2018 13:00,5-Jan,4009231738B,0
0.000368596,1,0,5/3/2018 13:00,7-Jan,4009231738B,1
0.000369413,1,0,5/3/2018 13:00,8-Jan,4009231738B,1
0.000738825,2,0,5/3/2018 13:00,9-Jan,4009231738B,1
0,0,0,5/3/2018 13:00,Feb-37,4009231738B,0
0,0,0,5/3/2018 13:00,Feb-38,4009231738B,0
0.000366838,1,0,5/3/2018 13:00,1-Mar,4009231738B,1
0,0,0,5/3/2018 13:00,10-Mar,4009231738B,0
0.002955301,8,0.043851583,5/3/2018 13:00,11-Mar,4009231738B,1
0.000738825,2,0,5/3/2018 13:00,12-Mar,4009231738B,1
0,0,0,5/3/2018 13:00,13-Mar,4009231738B,0
0,0,0,5/3/2018 13:00,14-Mar,4009231738B,0
0,0,0,5/3/2018 13:00,15-Mar,4009231738B,0
0,0,0,5/3/2018 13:00,16-Mar,4009231738B,0
0,0,0,5/3/2018 13:00,17-Mar,4009231738B,0
0.000422119,1,0,5/3/2018 13:00,18-Mar,4009231738B,1
0,0,0,5/3/2018 13:00,19-Mar,4009231738B,0
0,0,0,5/3/2018 13:00,2-Mar,4009231738B,0
0,0,0,5/3/2018 13:00,20-Mar,4009231738B,0
0.000844238,2,0,5/3/2018 13:00,21-Mar,4009231738B,1
0.000844238,2,0,5/3/2018 13:00,22-Mar,4009231738B,1
0.000422297,1,0,5/3/2018 13:00,23-Mar,4009231738B,1
0.001266892,3,0,5/3/2018 13:00,24-Mar,4009231738B,1
0.000844595,2,0,5/3/2018 13:00,25-Mar,4009231738B,1
0.000844595,2,0,5/3/2018 13:00,26-Mar,4009231738B,1
0.000844951,2,0,5/3/2018 13:00,27-Mar,4009231738B,1
0.002112379,5,0,5/3/2018 13:00,28-Mar,4009231738B,1
0.000844951,2,0,5/3/2018 13:00,29-Mar,4009231738B,1
0.00036914,1,0,5/3/2018 13:00,3-Mar,4009231738B,1
0.002112379,5,0,5/3/2018 13:00,30-Mar,4009231738B,1
0,0,0,5/3/2018 13:00,4-Mar,4009231738B,0
0.000738825,2,0,5/3/2018 13:00,5-Mar,4009231738B,1
0,0,0,5/3/2018 13:00,6-Mar,4009231738B,0
0,0,0,5/3/2018 13:00,7-Mar,4009231738B,0
0,0,0,5/3/2018 13:00,8-Mar,4009231738B,0
0,0,0,5/3/2018 13:00,9-Mar,4009231738B,0
0.000352113,1,0,5/3/2018 13:15,1-Jan,4009231738B,1
0,0,0,5/3/2018 13:15,10-Jan,4009231738B,0
0.001408451,4,0,5/3/2018 13:15,11-Jan,4009231738B,1
0,0,0,5/3/2018 13:15,12-Jan,4009231738B,0
0,0,0,5/3/2018 13:15,13-Jan,4009231738B,0
0,0,0,5/3/2018 13:15,14-Jan,4009231738B,0
0.001205303,3,0,5/3/2018 13:15,15-Jan,4009231738B,1
0,0,0,5/3/2018 13:15,17-Jan,4009231738B,0
0.000352237,1,0,5/3/2018 13:15,18-Jan,4009231738B,1
0,0,0,5/3/2018 13:15,19-Jan,4009231738B,0
0,0,0,5/3/2018 13:15,2-Jan,4009231738B,0
0,0,0,5/3/2018 13:15,20-Jan,4009231738B,0
0,0,0,5/3/2018 13:15,21-Jan,4009231738B,0
0.000704473,2,0,5/3/2018 13:15,22-Jan,4009231738B,1
0.000704473,2,0,5/3/2018 13:15,23-Jan,4009231738B,1
0.000812018,2,0,5/3/2018 13:15,24-Jan,4009231738B,1
0.000352237,1,0,5/3/2018 13:15,25-Jan,4009231738B,1
0,0,0,5/3/2018 13:15,26-Jan,4009231738B,0
0.000352237,1,0,5/3/2018 13:15,27-Jan,4009231738B,1
0,0,0,5/3/2018 13:15,28-Jan,4009231738B,0
0,0,0,5/3/2018 13:15,30-Jan,4009231738B,0
0.000352113,1,0,5/3/2018 13:15,4-Jan,4009231738B,1
0,0,0,5/3/2018 13:15,5-Jan,4009231738B,0
0.00035137,1,0,5/3/2018 13:15,7-Jan,4009231738B,1
0.000352113,1,0,5/3/2018 13:15,8-Jan,4009231738B,1
0.000704225,2,0,5/3/2018 13:15,9-Jan,4009231738B,1
0,0,0,5/3/2018 13:15,Feb-37,4009231738B,0
0,0,0,5/3/2018 13:15,Feb-38,4009231738B,0
0.000349406,1,0,5/3/2018 13:15,1-Mar,4009231738B,1
0,0,0,5/3/2018 13:15,10-Mar,4009231738B,0
0.003167899,9,0.007462687,5/3/2018 13:15,11-Mar,4009231738B,1
0.000703977,2,0,5/3/2018 13:15,12-Mar,4009231738B,1
0,0,0,5/3/2018 13:15,13-Mar,4009231738B,0
0,0,0,5/3/2018 13:15,14-Mar,4009231738B,0
0,0,0,5/3/2018 13:15,15-Mar,4009231738B,0
0,0,0,5/3/2018 13:15,16-Mar,4009231738B,0
0,0,0,5/3/2018 13:15,17-Mar,4009231738B,0
0.000402253,1,0,5/3/2018 13:15,18-Mar,4009231738B,1
0,0,0,5/3/2018 13:15,19-Mar,4009231738B,0
0,0,0,5/3/2018 13:15,2-Mar,4009231738B,0
0,0,0,5/3/2018 13:15,20-Mar,4009231738B,0
0.000804505,2,0,5/3/2018 13:15,21-Mar,4009231738B,1
0.000804505,2,0,5/3/2018 13:15,22-Mar,4009231738B,1
0.000402414,1,0,5/3/2018 13:15,23-Mar,4009231738B,1
0.001207243,3,0,5/3/2018 13:15,24-Mar,4009231738B,1
0.000804829,2,0,5/3/2018 13:15,25-Mar,4009231738B,1
0.001207729,3,0.00862069,5/3/2018 13:15,26-Mar,4009231738B,1
0.000805477,2,0,5/3/2018 13:15,27-Mar,4009231738B,1
0.002013693,5,0,5/3/2018 13:15,28-Mar,4009231738B,1
0.000805477,2,0,5/3/2018 13:15,29-Mar,4009231738B,1
0.000351741,1,0,5/3/2018 13:15,3-Mar,4009231738B,1
0.002013693,5,0,5/3/2018 13:15,30-Mar,4009231738B,1
0,0,0,5/3/2018 13:15,4-Mar,4009231738B,0
0.000703977,2,0,5/3/2018 13:15,5-Mar,4009231738B,1
0,0,0,5/3/2018 13:15,6-Mar,4009231738B,0
0,0,0,5/3/2018 13:15,7-Mar,4009231738B,0
0,0,0,5/3/2018 13:15,8-Mar,4009231738B,0
0,0,0,5/3/2018 13:15,9-Mar,4009231738B,0
0.000336022,1,0,5/3/2018 13:30,1-Jan,4009231738B,1
0,0,0,5/3/2018 13:30,10-Jan,4009231738B,0
0.001344086,4,0,5/3/2018 13:30,11-Jan,4009231738B,1
0,0,0,5/3/2018 13:30,12-Jan,4009231738B,0
0,0,0,5/3/2018 13:30,13-Jan,4009231738B,0
0,0,0,5/3/2018 13:30,14-Jan,4009231738B,0
0.001142422,3,0,5/3/2018 13:30,15-Jan,4009231738B,1
0,0,0,5/3/2018 13:30,17-Jan,4009231738B,0
0.000336134,1,0,5/3/2018 13:30,18-Jan,4009231738B,1
0,0,0,5/3/2018 13:30,19-Jan,4009231738B,0
0,0,0,5/3/2018 13:30,2-Jan,4009231738B,0
0,0,0,5/3/2018 13:30,20-Jan,4009231738B,0
0,0,0,5/3/2018 13:30,21-Jan,4009231738B,0
0.000672269,2,0,5/3/2018 13:30,22-Jan,4009231738B,1
0.000672269,2,0,5/3/2018 13:30,23-Jan,4009231738B,1
0.000769527,2,0,5/3/2018 13:30,24-Jan,4009231738B,1
0.000336134,1,0,5/3/2018 13:30,25-Jan,4009231738B,1
0,0,0,5/3/2018 13:30,26-Jan,4009231738B,0
0.000672269,2,0.007352941,5/3/2018 13:30,27-Jan,4009231738B,1
0,0,0,5/3/2018 13:30,28-Jan,4009231738B,0
0,0,0,5/3/2018 13:30,30-Jan,4009231738B,0
0.000336022,1,0,5/3/2018 13:30,4-Jan,4009231738B,1
0,0,0,5/3/2018 13:30,5-Jan,4009231738B,0
0.000335345,1,0,5/3/2018 13:30,7-Jan,4009231738B,1
0.000336022,1,0,5/3/2018 13:30,8-Jan,4009231738B,1
0.000672043,2,0,5/3/2018 13:30,9-Jan,4009231738B,1
0,0,0,5/3/2018 13:30,Feb-37,4009231738B,0
0,0,0,5/3/2018 13:30,Feb-38,4009231738B,0
0.000333667,1,0,5/3/2018 13:30,1-Mar,4009231738B,1
0,0,0,5/3/2018 13:30,10-Mar,4009231738B,0
0.003024194,9,0,5/3/2018 13:30,11-Mar,4009231738B,1
0.000672043,2,0,5/3/2018 13:30,12-Mar,4009231738B,1
0,0,0,5/3/2018 13:30,13-Mar,4009231738B,0
0,0,0,5/3/2018 13:30,14-Mar,4009231738B,0
0,0,0,5/3/2018 13:30,15-Mar,4009231738B,0
0,0,0,5/3/2018 13:30,16-Mar,4009231738B,0
0,0,0,5/3/2018 13:30,17-Mar,4009231738B,0
0.000384025,1,0,5/3/2018 13:30,18-Mar,4009231738B,1
0,0,0,5/3/2018 13:30,19-Mar,4009231738B,0
0,0,0,5/3/2018 13:30,2-Mar,4009231738B,0
0,0,0,5/3/2018 13:30,20-Mar,4009231738B,0
0.000768049,2,0,5/3/2018 13:30,21-Mar,4009231738B,1
0.000768049,2,0,5/3/2018 13:30,22-Mar,4009231738B,1
0.000384172,1,0,5/3/2018 13:30,23-Mar,4009231738B,1
0.001152516,3,0,5/3/2018 13:30,24-Mar,4009231738B,1
0.000768344,2,0,5/3/2018 13:30,25-Mar,4009231738B,1
0.001152516,3,0,5/3/2018 13:30,26-Mar,4009231738B,1
0.00076864,2,0,5/3/2018 13:30,27-Mar,4009231738B,1
0.001921599,5,0,5/3/2018 13:30,28-Mar,4009231738B,1
0.00076864,2,0,5/3/2018 13:30,29-Mar,4009231738B,1
0.000335796,1,0,5/3/2018 13:30,3-Mar,4009231738B,1
0.001921599,5,0,5/3/2018 13:30,30-Mar,4009231738B,1
0,0,0,5/3/2018 13:30,4-Mar,4009231738B,0
0.000672043,2,0,5/3/2018 13:30,5-Mar,4009231738B,1
0,0,0,5/3/2018 13:30,6-Mar,4009231738B,0
0,0,0,5/3/2018 13:30,7-Mar,4009231738B,0
0,0,0,5/3/2018 13:30,8-Mar,4009231738B,0
0,0,0,5/3/2018 13:30,9-Mar,4009231738B,0
0.000322165,1,0,5/3/2018 13:45,1-Jan,4009231738B,1
0,0,0,5/3/2018 13:45,10-Jan,4009231738B,0
0.00128866,4,0,5/3/2018 13:45,11-Jan,4009231738B,1
0,0,0,5/3/2018 13:45,12-Jan,4009231738B,0
0.000322165,1,0.0078125,5/3/2018 13:45,13-Jan,4009231738B,1
0,0,0,5/3/2018 13:45,14-Jan,4009231738B,0
0.001451379,4,0.007692308,5/3/2018 13:45,15-Jan,4009231738B,1
0,0,0,5/3/2018 13:45,17-Jan,4009231738B,0
0.000322269,1,0,5/3/2018 13:45,18-Jan,4009231738B,1
0,0,0,5/3/2018 13:45,19-Jan,4009231738B,0
0,0,0,5/3/2018 13:45,2-Jan,4009231738B,0
0,0,0,5/3/2018 13:45,20-Jan,4009231738B,0
0,0,0,5/3/2018 13:45,21-Jan,4009231738B,0
0.000644538,2,0,5/3/2018 13:45,22-Jan,4009231738B,1
0.000644538,2,0,5/3/2018 13:45,23-Jan,4009231738B,1
0.000733407,2,0,5/3/2018 13:45,24-Jan,4009231738B,1
0.000644538,2,0.0078125,5/3/2018 13:45,25-Jan,4009231738B,1
0,0,0,5/3/2018 13:45,26-Jan,4009231738B,0
0.000644538,2,0,5/3/2018 13:45,27-Jan,4009231738B,1
0,0,0,5/3/2018 13:45,28-Jan,4009231738B,0
0,0,0,5/3/2018 13:45,30-Jan,4009231738B,0
0.000322165,1,0,5/3/2018 13:45,4-Jan,4009231738B,1
0,0,0,5/3/2018 13:45,5-Jan,4009231738B,0
0.000321543,1,0,5/3/2018 13:45,7-Jan,4009231738B,1
0.000322165,1,0,5/3/2018 13:45,8-Jan,4009231738B,1
0.00064433,2,0,5/3/2018 13:45,9-Jan,4009231738B,1
0,0,0,5/3/2018 13:45,Feb-37,4009231738B,0
0,0,0,5/3/2018 13:45,Feb-38,4009231738B,0
0.00032,1,0,5/3/2018 13:45,1-Mar,4009231738B,1
0,0,0,5/3/2018 13:45,10-Mar,4009231738B,0
0.002899485,9,0,5/3/2018 13:45,11-Mar,4009231738B,1
0.00064433,2,0,5/3/2018 13:45,12-Mar,4009231738B,1
0,0,0,5/3/2018 13:45,13-Mar,4009231738B,0
0,0,0,5/3/2018 13:45,14-Mar,4009231738B,0
0,0,0,5/3/2018 13:45,15-Mar,4009231738B,0
0,0,0,5/3/2018 13:45,16-Mar,4009231738B,0
0,0,0,5/3/2018 13:45,17-Mar,4009231738B,0
0.000368189,1,0,5/3/2018 13:45,18-Mar,4009231738B,1
0,0,0,5/3/2018 13:45,19-Mar,4009231738B,0
0,0,0,5/3/2018 13:45,2-Mar,4009231738B,0
0,0,0,5/3/2018 13:45,20-Mar,4009231738B,0
0.000736377,2,0,5/3/2018 13:45,21-Mar,4009231738B,1
0.000736377,2,0,5/3/2018 13:45,22-Mar,4009231738B,1
0.000368324,1,0,5/3/2018 13:45,23-Mar,4009231738B,1
0.001104972,3,0,5/3/2018 13:45,24-Mar,4009231738B,1
0.000736648,2,0,5/3/2018 13:45,25-Mar,4009231738B,1
0.001104972,3,0,5/3/2018 13:45,26-Mar,4009231738B,1
0.00073692,2,0,5/3/2018 13:45,27-Mar,4009231738B,1
0.001842299,5,0,5/3/2018 13:45,28-Mar,4009231738B,1
0.00073692,2,0,5/3/2018 13:45,29-Mar,4009231738B,1
0.000321958,1,0,5/3/2018 13:45,3-Mar,4009231738B,1
0.001842299,5,0,5/3/2018 13:45,30-Mar,4009231738B,1
0,0,0,5/3/2018 13:45,4-Mar,4009231738B,0
0.00064433,2,0,5/3/2018 13:45,5-Mar,4009231738B,1
0,0,0,5/3/2018 13:45,6-Mar,4009231738B,0
0,0,0,5/3/2018 13:45,7-Mar,4009231738B,0
0,0,0,5/3/2018 13:45,8-Mar,4009231738B,0
0,0,0,5/3/2018 13:45,9-Mar,4009231738B,0
0.000309023,1,0,5/3/2018 14:00,1-Jan,4009231738B,1
0,0,0,5/3/2018 14:00,10-Jan,4009231738B,0
0.001236094,4,0,5/3/2018 14:00,11-Jan,4009231738B,1
0,0,0,5/3/2018 14:00,12-Jan,4009231738B,0
0.000309023,1,0,5/3/2018 14:00,13-Jan,4009231738B,1
0,0,0,5/3/2018 14:00,14-Jan,4009231738B,0
0.001384083,4,0,5/3/2018 14:00,15-Jan,4009231738B,1
0,0,0,5/3/2018 14:00,17-Jan,4009231738B,0
0.000309023,1,0,5/3/2018 14:00,18-Jan,4009231738B,1
0,0,0,5/3/2018 14:00,19-Jan,4009231738B,0
0,0,0,5/3/2018 14:00,2-Jan,4009231738B,0
0,0,0,5/3/2018 14:00,20-Jan,4009231738B,0
0,0,0,5/3/2018 14:00,21-Jan,4009231738B,0
0.000618047,2,0,5/3/2018 14:00,22-Jan,4009231738B,1
0.000618238,2,0,5/3/2018 14:00,23-Jan,4009231738B,1
0.000699545,2,0,5/3/2018 14:00,24-Jan,4009231738B,1
0.000618238,2,0,5/3/2018 14:00,25-Jan,4009231738B,1
0,0,0,5/3/2018 14:00,26-Jan,4009231738B,0
0.000618238,2,0,5/3/2018 14:00,27-Jan,4009231738B,1
0,0,0,5/3/2018 14:00,28-Jan,4009231738B,0
0,0,0,5/3/2018 14:00,30-Jan,4009231738B,0
0.000309023,1,0,5/3/2018 14:00,4-Jan,4009231738B,1
0,0,0,5/3/2018 14:00,5-Jan,4009231738B,0
0.000308356,1,0,5/3/2018 14:00,7-Jan,4009231738B,1
0.000308928,1,0,5/3/2018 14:00,8-Jan,4009231738B,1
0.000618047,2,0,5/3/2018 14:00,9-Jan,4009231738B,1
0,0,0,5/3/2018 14:00,Feb-37,4009231738B,0
0,0,0,5/3/2018 14:00,Feb-38,4009231738B,0
0.000306937,1,0,5/3/2018 14:00,1-Mar,4009231738B,1
0,0,0,5/3/2018 14:00,10-Mar,4009231738B,0
0.002780352,9,0,5/3/2018 14:00,11-Mar,4009231738B,1
0.000617856,2,0,5/3/2018 14:00,12-Mar,4009231738B,1
0,0,0,5/3/2018 14:00,13-Mar,4009231738B,0
0,0,0,5/3/2018 14:00,14-Mar,4009231738B,0
0,0,0,5/3/2018 14:00,15-Mar,4009231738B,0
0,0,0,5/3/2018 14:00,16-Mar,4009231738B,0
0,0,0,5/3/2018 14:00,17-Mar,4009231738B,0
0.000352983,1,0,5/3/2018 14:00,18-Mar,4009231738B,1
0,0,0,5/3/2018 14:00,19-Mar,4009231738B,0
0,0,0,5/3/2018 14:00,2-Mar,4009231738B,0
0,0,0,5/3/2018 14:00,20-Mar,4009231738B,0
0.000705965,2,0,5/3/2018 14:00,21-Mar,4009231738B,1
0.000705965,2,0,5/3/2018 14:00,22-Mar,4009231738B,1
0.000353107,1,0,5/3/2018 14:00,23-Mar,4009231738B,1
0.001059322,3,0,5/3/2018 14:00,24-Mar,4009231738B,1
0.000706215,2,0,5/3/2018 14:00,25-Mar,4009231738B,1
0.001059322,3,0,5/3/2018 14:00,26-Mar,4009231738B,1
0.000706464,2,0,5/3/2018 14:00,27-Mar,4009231738B,1
0.00176616,5,0,5/3/2018 14:00,28-Mar,4009231738B,1
0.000706464,2,0,5/3/2018 14:00,29-Mar,4009231738B,1
0.000308737,1,0,5/3/2018 14:00,3-Mar,4009231738B,1
0.00176616,5,0,5/3/2018 14:00,30-Mar,4009231738B,1
0,0,0,5/3/2018 14:00,4-Mar,4009231738B,0
0.000617856,2,0,5/3/2018 14:00,5-Mar,4009231738B,1
0,0,0,5/3/2018 14:00,6-Mar,4009231738B,0
0,0,0,5/3/2018 14:00,7-Mar,4009231738B,0
0,0,0,5/3/2018 14:00,8-Mar,4009231738B,0
0,0,0,5/3/2018 14:00,9-Mar,4009231738B,0
0.000297885,1,0,5/3/2018 14:15,1-Jan,4009231738B,1
0,0,0,5/3/2018 14:15,10-Jan,4009231738B,0
0.00119154,4,0,5/3/2018 14:15,11-Jan,4009231738B,1
0,0,0,5/3/2018 14:15,12-Jan,4009231738B,0
0.000297885,1,0,5/3/2018 14:15,13-Jan,4009231738B,1
0.000296384,1,0.008264463,5/3/2018 14:15,14-Jan,4009231738B,1
0.001328462,4,0,5/3/2018 14:15,15-Jan,4009231738B,1
0.000297974,1,0.008333333,5/3/2018 14:15,17-Jan,4009231738B,1
0.000297974,1,0,5/3/2018 14:15,18-Jan,4009231738B,1
0,0,0,5/3/2018 14:15,19-Jan,4009231738B,0
0,0,0,5/3/2018 14:15,2-Jan,4009231738B,0
0.000297974,1,0.008333333,5/3/2018 14:15,20-Jan,4009231738B,1
0,0,0,5/3/2018 14:15,21-Jan,4009231738B,0
0.000595948,2,0,5/3/2018 14:15,22-Jan,4009231738B,1
0.000595948,2,0,5/3/2018 14:15,23-Jan,4009231738B,1
0.000671141,2,0,5/3/2018 14:15,24-Jan,4009231738B,1
0.000595948,2,0,5/3/2018 14:15,25-Jan,4009231738B,1
0,0,0,5/3/2018 14:15,26-Jan,4009231738B,0
0.000595948,2,0,5/3/2018 14:15,27-Jan,4009231738B,1
0,0,0,5/3/2018 14:15,28-Jan,4009231738B,0
0,0,0,5/3/2018 14:15,30-Jan,4009231738B,0
0.000297885,1,0,5/3/2018 14:15,4-Jan,4009231738B,1
0,0,0,5/3/2018 14:15,5-Jan,4009231738B,0
0.000297354,1,0,5/3/2018 14:15,7-Jan,4009231738B,1
0.000297885,1,0,5/3/2018 14:15,8-Jan,4009231738B,1
0.00059577,2,0,5/3/2018 14:15,9-Jan,4009231738B,1
0,0,0,5/3/2018 14:15,Feb-37,4009231738B,0
0,0,0,5/3/2018 14:15,Feb-38,4009231738B,0
0.000295946,1,0,5/3/2018 14:15,1-Mar,4009231738B,1
0,0,0,5/3/2018 14:15,10-Mar,4009231738B,0
0.002680167,9,0,5/3/2018 14:15,11-Mar,4009231738B,1
0.000595593,2,0,5/3/2018 14:15,12-Mar,4009231738B,1
0,0,0,5/3/2018 14:15,13-Mar,4009231738B,0
0,0,0,5/3/2018 14:15,14-Mar,4009231738B,0
0,0,0,5/3/2018 14:15,15-Mar,4009231738B,0
0,0,0,5/3/2018 14:15,16-Mar,4009231738B,0
0,0,0,5/3/2018 14:15,17-Mar,4009231738B,0
0.000340252,1,0,5/3/2018 14:15,18-Mar,4009231738B,1
0,0,0,5/3/2018 14:15,19-Mar,4009231738B,0
0,0,0,5/3/2018 14:15,2-Mar,4009231738B,0
0,0,0,5/3/2018 14:15,20-Mar,4009231738B,0
0.000680504,2,0,5/3/2018 14:15,21-Mar,4009231738B,1
0.000680504,2,0,5/3/2018 14:15,22-Mar,4009231738B,1
0.000340368,1,0,5/3/2018 14:15,23-Mar,4009231738B,1
0.001021103,3,0,5/3/2018 14:15,24-Mar,4009231738B,1
0.000680735,2,0,5/3/2018 14:15,25-Mar,4009231738B,1
0.001021103,3,0,5/3/2018 14:15,26-Mar,4009231738B,1
0.000680967,2,0,5/3/2018 14:15,27-Mar,4009231738B,1
0.001702417,5,0,5/3/2018 14:15,28-Mar,4009231738B,1
0.000680967,2,0,5/3/2018 14:15,29-Mar,4009231738B,1
0.000297619,1,0,5/3/2018 14:15,3-Mar,4009231738B,1
0.001702417,5,0,5/3/2018 14:15,30-Mar,4009231738B,1
0,0,0,5/3/2018 14:15,4-Mar,4009231738B,0
0.000595593,2,0,5/3/2018 14:15,5-Mar,4009231738B,1
0,0,0,5/3/2018 14:15,6-Mar,4009231738B,0
0,0,0,5/3/2018 14:15,7-Mar,4009231738B,0
0,0,0,5/3/2018 14:15,8-Mar,4009231738B,0
0,0,0,5/3/2018 14:15,9-Mar,4009231738B,0
0.000288684,1,0,5/3/2018 14:30,1-Jan,4009231738B,1
0,0,0,5/3/2018 14:30,10-Jan,4009231738B,0
0.002020785,7,0.145686517,5/3/2018 14:30,11-Jan,4009231738B,1
0,0,0,5/3/2018 14:30,12-Jan,4009231738B,0
0.000288684,1,0,5/3/2018 14:30,13-Jan,4009231738B,1
0.000287274,1,0,5/3/2018 14:30,14-Jan,4009231738B,1
0.00128164,4,0,5/3/2018 14:30,15-Jan,4009231738B,1
0.000288767,1,0,5/3/2018 14:30,17-Jan,4009231738B,1
0.000288767,1,0,5/3/2018 14:30,18-Jan,4009231738B,1
0,0,0,5/3/2018 14:30,19-Jan,4009231738B,0
0,0,0,5/3/2018 14:30,2-Jan,4009231738B,0
0.000288767,1,0,5/3/2018 14:30,20-Jan,4009231738B,1
0,0,0,5/3/2018 14:30,21-Jan,4009231738B,0
0.000577534,2,0,5/3/2018 14:30,22-Jan,4009231738B,1
0.000577534,2,0,5/3/2018 14:30,23-Jan,4009231738B,1
0.000647878,2,0,5/3/2018 14:30,24-Jan,4009231738B,1
0.000577534,2,0,5/3/2018 14:30,25-Jan,4009231738B,1
